price,area,province_name,district_name,ward_name,floor_count,frontage_width,bedroom_count,bathroom_count,house_direction
22.579563827468288,70.0,Hồ Chí Minh,Tân Bình,12,2.0,4.7,3.0,3.0,Unknown
23.208172486817745,137.0,Hồ Chí Minh,12,Thạnh Lộc,4.0,8.0,5.0,4.0,Unknown
22.4811237546712,25.0,Hồ Chí Minh,10,10,4.0,4.7,4.0,3.0,Unknown
22.58734596790913,56.0,Hồ Chí Minh,Unknown,Unknown,3.0,4.1,2.0,2.0,Tây - Bắc
23.232865099406084,50.0,Hà Nội,Cầu Giấy,Dịch Vọng,4.0,4.7,4.0,3.0,Unknown
23.208172486817745,70.0,Hồ Chí Minh,Gò Vấp,5,4.0,4.7,4.0,3.0,Unknown
22.56381547050263,114.0,Hồ Chí Minh,12,Đông Hưng Thuận,3.0,4.25,4.0,5.0,Unknown
22.918265719371878,131.0,Hồ Chí Minh,Gò Vấp,15,4.0,5.0,4.0,3.0,Unknown
23.208172486817745,90.0,Hồ Chí Minh,Thủ Đức,Linh Trung,4.0,20.0,5.0,5.0,Unknown
22.610335486130307,64.0,Hồ Chí Minh,Bình Tân,Bình Trị Đông,2.0,4.0,3.0,3.0,Unknown
23.32595552246487,124.0,Hồ Chí Minh,Gò Vấp,11,4.0,5.2,4.0,3.0,Unknown
22.26013305676073,40.0,Hồ Chí Minh,Bình Tân,An Lạc,4.0,4.7,4.0,3.0,Unknown
22.440660891065136,67.0,Hồ Chí Minh,Thủ Đức,Long Bình,4.0,4.7,4.0,3.0,Unknown
22.751414084370275,55.0,Hồ Chí Minh,Gò Vấp,Unknown,4.0,4.0,4.0,5.0,Unknown
22.625373363492585,75.0,Hồ Chí Minh,7,Tân Thuận Tây,3.0,4.7,3.0,3.0,Unknown
23.55647918106145,86.0,Hồ Chí Minh,Phú Nhuận,8,5.0,7.5,6.0,8.0,Unknown
22.86333200056033,69.0,Hồ Chí Minh,Tân Phú,Tân Quý,4.0,4.0,5.0,5.0,Unknown
21.052569584808435,50.0,Bến Tre,Bến Tre,Phú Khương,4.0,5.0,2.0,2.0,Unknown
23.49585455924869,41.0,Hồ Chí Minh,3,11,4.0,5.0,4.0,3.0,Unknown
22.839521351869447,91.0,Đà Nẵng,Sơn Trà,An Hải Nam,4.0,4.1,3.0,2.0,Unknown
22.909317113796863,40.0,Hồ Chí Minh,Bình Thạnh,Unknown,5.0,4.0,5.0,5.0,Unknown
22.15835036247383,70.0,Hồ Chí Minh,Hóc Môn,Tân Xuân,2.0,5.0,3.0,2.0,Unknown
23.68853890306724,72.0,Hà Nội,Thanh Xuân,Khương Trung,6.0,5.0,18.0,18.0,Unknown
